experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	5466-f8cc5e0a-413d-42a6-8fda-36d8bbe17654	1548437946531	student	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	0	yes	1	yes	72	Male	4	I was looking forward to the puzzle of identifying creatures		Only that the partner never got connected	.5	I was going to chat with the explorer to get an idea what makes the specific creatures identifiable	yes	not much	logSubjInfo
