25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	1474-5e219424-5c40-4c68-a6d4-f7f3987124ef	1548699271644	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	0	yes	2	yes	31	Male	4	its very interesting 	no	$1	focused information	yes	loved	logSubjInfo
