experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 My partner lost connection	humanPartner	likePartner	eventType
mp-game-6	pilot	4423-a954dca7-feb4-4156-8bc0-88862d5f798b	1548097323116	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	yes	1	yes	38	Female	2		I don't know I didn't get to play		what the hit said	I didn't get to play		yes	okay	logSubjInfo
