experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	 partner disconnected		humanPartner	likePartner	eventType
mp-game-6	pilot	7731-f57ad70a-3cd2-4c19-b716-17b515d40948	1547855362713	student	29	"fish with white stripes or whiskers"	fish_white_stripes_or_whiskers	0	yes	2	yes	22	Male	2	Awesome hit!	The partner left	1.5	N/a			yes	not much	logSubjInfo
