experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	2754-860ba9cb-4617-417e-9c4f-98adb44da423	1548436818304	explorer	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	yes	1	confused	30	Male	4		No	3.00	Gave as much info as I could find -- there were no patterns		yes	okay	logSubjInfo
mp-game-6	pilot	2754-860ba9cb-4617-417e-9c4f-98adb44da423	1548436834494	student	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	yes	1	yes	27	Female	2		no	5.00	





I just used the key words they said		yes	okay	logSubjInfo
