experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4859-7a0be6e0-a366-4f37-9769-088ac84ffad4	1547850434438	student	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	4	yes	2	yes	47	Female	3		no	2.00	I went by what my partner stated	yes	loved	logSubjInfo
mp-game-6	pilot	4859-7a0be6e0-a366-4f37-9769-088ac84ffad4	1547850456372	explorer	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	4	yes	-1	yes	30	Male	1		None		1.80	Tried my best to figure out the correct answers and provide a clear explanation to my partner	yes	liked	logSubjInfo
