experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 =( 	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	8536-63577a54-8c95-4673-b6a2-0effe03e2a81	1548780468915	explorer	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	0	yes	1			Female	3	NA	I was never matched after waiting about 20 mins I was brought to this page		yes	I was never matched with anyone so I was never able to even see the experiment		no	not much	logSubjInfo
