experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	  I tried to convey those patterns to the student		humanPartner	likePartner	eventType
mp-game-6	pilot	1153-bdad1ce5-9ccc-4636-a098-49b531950ebe	1548114285843	explorer	5	"bugs without wings"	bugs_without_wings	4	yes	2	yes	39	Male	4		no	2.00	I tried and usually failed to identify patterns			no	okay	logSubjInfo
mp-game-6	pilot	1153-bdad1ce5-9ccc-4636-a098-49b531950ebe	1548114294014	student	5	"bugs without wings"	bugs_without_wings	4	yes	2	yes	39	Female	2		no	1.50	work as a team	yes	liked	logSubjInfo
