experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I love interactive HITS		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	4471-34b08d0a-07e0-4c90-912b-1183abd3c4ca	1548101047171	student	13	"bugs with wings and antennae"	bugs_wings_antennae	0	yes	2	yes	45	Female	2	Very interesting study			No	1.00	I listened to what my partner said and tried to remember the details	no	liked	logSubjInfo
