experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice		strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	1547850974867	student	28	"fish with orange bodies or fangs"	fish_orange_bodies_or_fangs	4	yes	2	yes	32	Male	3			Could use a price increase		Tried to find the ones described	yes	okay	logSubjInfo
mp-game-6	pilot	9211-ba72bfd8-40d4-4bc1-9ff6-5879cb2c1d46	1547851049736	explorer	28	"fish with orange bodies or fangs"	fish_orange_bodies_or_fangs	4	yes	1	yes	44	Female	3	Was shocked at how poory we did on the last two rounds when I was confident in what I saw		No took much longer than I had hoped given the pay	no	I looked at what they each had and what was the same or different		yes	liked	logSubjInfo
