experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1548099115234	explorer	1	"flowers with thorns"	flowers_thorns	4	yes	1	yes	43	Male	3		Nope		Yes	I used common sense - at least	yes	okay	logSubjInfo
mp-game-6	pilot	7929-724fe6a7-bdc0-4149-9d5d-96f8d6281490	1548099176573	student	1	"flowers with thorns"	flowers_thorns	4	yes	-1	yes	43	Male	4	none	none	2.00	I tried to follow the instructions of my partner	yes	liked	logSubjInfo
