experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 	problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3421-d5e7a1c9-5535-439f-acec-fa522a1d5bad	1548102207703	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	1	yes	49	Female	3	The hit was a little too long		no	2.00	I tried to identify all common traits 	yes	okay	logSubjInfo
mp-game-6	pilot	3421-d5e7a1c9-5535-439f-acec-fa522a1d5bad	1548102266982	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	60	Female	2	This was fun	No	2.50	Following the clues described was easy		yes	okay	logSubjInfo
