25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 Looking back at the HIT page	 Waiting for the partner to choose the species took too long		problems	fairprice	strategy	 I tried to look for patterns	humanPartner	likePartner	eventType
	mp-game-6	pilot	3074-49613d2a-ce35-44f7-b6c9-f40cf4e7b8c4	1548095905173	explorer	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	1	yes	25	Female	3	I felt that the experiment took too long for the current pay of 1	 I have spent an hour doing this HIT			No	3.00	It was hard		yes	okay	logSubjInfo
mp-game-6	pilot	3074-49613d2a-ce35-44f7-b6c9-f40cf4e7b8c4	1548095915726	student	15	"birds with orange wings and tails"	birds_orange_wings_tails	4	yes	1	yes	36	Female	2		no	3.00	I wrote down what the teacher said and went through each picture and tried to see if they matched any of the descriptions		yes	not much	logSubjInfo
