experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 My partner did not respond in chat	 	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3875-58d101a5-cb22-4d55-9cc7-bfc1fa5bf4cb	1547758653209	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	0	yes	2	yes	44	Male	3	Partner never showed up in chat	Yes			1.25	My partner didn't respond so there was no strategy	yes	okay	logSubjInfo
