experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	0055-e4c60e19-05ef-485f-9863-e89504007210	1547840738173	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	1	yes	2	yes	34	Female	3		The oller all looked the same from the other non ollers		1.25	looked for identifying factors that the species had in common when identifying with the grid		yes	okay	logSubjInfo
