experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	 	problems	fairprice	00	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6675-d40568c1-a2e7-4371-90a4-79492e8bd9dd	1548456596528	student	3	"fish with whiskers"	fish_whiskers	1	yes	1	yes	28	Female	3	My partner took far too long in typing their initial message to me		No	$2		I tried to remember the species that the explorer said were not zorbs and then on the next screen I picked the ones that did not match their description	yes	not much	logSubjInfo
