experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	9120-8f21ace3-a13d-432d-b09b-545626b6a895	1547837506374	explorer	31	"birds with (purple crests and purple tails) or orange wings"	birds_purple_crests_purple_tails_or_orange_wings	0	yes	1	yes	27	Female	3		My partner dropped out before I could even start the chat		2.50	I tried to figure out the patterns in the creatures	yes	not much	logSubjInfo
