experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	00	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	6148-547a9a1c-ec36-4930-b8f9-f5514a379a08	1547840569700	student	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	4	yes	0	yes	29	Male	3	Took way too long for the pay		No	$5		I used the advice of my partner to try to select the right creatures	yes	okay	logSubjInfo
mp-game-6	pilot	6148-547a9a1c-ec36-4930-b8f9-f5514a379a08	1547840644565	explorer	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	4	yes	2	yes	31	Male	3	None	It seemd like the first Oller			this took about 50 minutes		I took notes when I needed to so I could try to explain the stuff to my student	yes	okay	logSubjInfo
