experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
mp-game-6	pilot	9013-b60e3358-ca78-4df4-a83e-133b12337b50	1548097582799	explorer	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	1	yes	31	Female	3		no	4.00	Figure out which characteristics make the items similar		yes	okay	logSubjInfo
mp-game-6	pilot	9013-b60e3358-ca78-4df4-a83e-133b12337b50	1548097603784	student	16	"trees with orange trunks and berries"	trees_orange_trunks_berries	4	yes	2	yes	44	Female	3	no comments thank you	no problems	3.50	I listened to what my partner told me and chose according to what my partner said		yes	okay	logSubjInfo
