experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	 But another player seems like getting different instruction	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	2485-9edeb958-a4af-487a-a8a6-8346e03bbc0f	1548444240445	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	0	no	1	confused	54	Female	2	Thank you for having me on your experiment		No		1.25	I was trying to get information I needed	no	okay	logSubjInfo
