experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548693326148	student	3	"fish with whiskers"	fish_whiskers	4	yes	2	yes	28	Male	3	Nothing to add		Everything worked perfectly fine	1.50	I tried my best to listen to my partner's instructions and identify the objects based on that	no	okay	logSubjInfo
mp-game-6	pilot	3027-bf78bd29-679a-475a-b0c0-1ca9149a31dc	1548693348134	explorer	3	"fish with whiskers"	fish_whiskers	4	yes	2	yes	32	Female	4		no	Yes	I tried to determine what all the correct animals had in common or the ones who did not fit had in common		yes	liked	logSubjInfo
