25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	7937-631b9302-0358-4298-85cc-8d99d13872f8	1547842194703	explorer	13	"bugs with wings and antennae"	bugs_wings_antennae	0	yes	-1	yes	31	Male	3	its very interesting survey 	no	$1	focused differentiation	yes	loved	logSubjInfo
