50	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	7796-e2ce67e0-c133-488c-97cf-7463a9dd504e	1547845074562	explorer	39	"bugs with (white legs and purple wings) or orange antennae"	bugs_white_legs_purple_wings_or_orange_antennae	1	yes	2	yes	26	Female	3	Was fun and held my attention		No	$0	I identified all of the species then tried to figure out which factors they all had in common that the animals who weren't part of the species didn't have	yes	not much	logSubjInfo
