25	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	humanPartner	likePartner	eventType
	mp-game-6	pilot	4343-b1df6530-1aa6-4a2e-a759-cd558885c8a9	1548097264588	explorer	26	"flowers with purple petals or thorns"	flowers_purple_petals_or_thorns	0	yes	2	yes	31	Male	3	its very interesting 	no		$1	focused information 	yes	loved	logSubjInfo
