experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems		fairprice	strategy	 	humanPartner	likePartner	eventType
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849828603	explorer	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	4	yes	1	yes	27	Female	3		No		Yes	I did not have a strategy		no	okay	logSubjInfo
mp-game-6	pilot	7253-4fae2998-1b73-4ad4-8633-44e06cf38a8f	1547849829102	student	25	"trees with white leaves or orange berries"	trees_white_leaves_or_orange_berries	4	yes	0	yes	24	Male	1		A lot of my answers didn't line up	 but a lot of my answes were wrong		Not at all if I'm being honest		 since I feel as though I did well enough to receive a good bonus	I trusted my partner and did my best based on his instructions	yes	not much	logSubjInfo
