experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	5434-fe2d8b82-8da4-4712-a121-f627616a7fe7	1548708991879	explorer	18	"flowers with purple stem and thorns"	flowers_purple_stems_thorns	4	yes	2	yes	23	Male	3	I thought the experiment was interested		No problems expeirenced	1.50	To find what holds true for all species and explain it to my partner	yes	liked	logSubjInfo
