iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot	1999-7c2ed491-7d9e-42fd-8d40-1af5ea5aa06b	1541899436619	explorer	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	yes	2	yes	65	Male	2	No comment	No	5	I tried to classify the creatures as best I could and to describe them as accurately as I could		yes	okay	logSubjInfo
