iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot	3128-7e5e1c49-2116-4bc0-bd41-14341ba9fdbe	1540401001825	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	yes	0	yes	27	Female	3	The worst part was the wait for my partner to decide to do something and the unsurety I was going to get paid if they never showed		No	No	I just noted what colors and what features each contained	yes	not much	logSubjInfo
