iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	00	strategy	 Also be polite	humanPartner	likePartner	eventType
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540396048273	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	2	yes	70	Female	2	Please increase the pay for this HIT		no	$8		Get clarification from Explorer when necessary		yes	loved	logSubjInfo
pilot	9632-789d509f-ead4-43da-a067-d90b1ea84861	1540396104825	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	0	yes	31	Male	3	This HIT is potentially interesting and different than most	 so UNDER $2/hour		 at a minimum		It took way too long	7.50	I tried to identify patterns to know which creature was which	yes	okay	logSubjInfo
