iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	 It seemed fun		problems	fairprice	strategy	 It was not very helpful though	humanPartner	likePartner	eventType
pilot	2698-0222c8bc-efec-46bf-ba83-34f6e8d8299e	1542043603650	student	11	CONJUNCTION,DISJUNCTION	./js/training_data_(critter_bird_and_body_color_orange)_or_small_1.json	./js/test_data_(critter_bird_and_body_color_orange)_or_small_1.json	yes	2	yes	26	Male	2	Wish I got to finish it			Other than my partner leaving no	1$	Listened to what my partner said		yes	not much	logSubjInfo
