iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540408632352	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	2	yes	46	Female	3		no	3.00	I tried to notice and remember patterns in the animals		yes	loved	logSubjInfo
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1540408739972	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	1	yes	31	Male	3		None	2.00	I tried to take the advice given from me to the other person		 I went through and checked all the ones I thought fit the criteria		yes	okay	logSubjInfo
