50	iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
	pilot	2078-98342691-5bf5-4713-a5b6-4b1694344b72	1541895179845	student	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	yes	0	yes	40	Female	3		"Oops! It looks like your partner lost their connection!"	14 minutes = ~$2	There was no strategy; I was stuck in the chatroom with no one to chat with		no	not much	logSubjInfo
