iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy		humanPartner	likePartner	eventType
pilot	4051-927083a2-d3f7-4785-93b9-50b467a2f396	1540411032543	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	yes	2	yes	24	Female	2		no	1.75	I gathered the charecteristics of the different species from my partner and that worked well		yes	loved	logSubjInfo
