iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	 3	00 seems more fair	strategy		humanPartner	likePartner	eventType
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540413423782	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	2	yes	25	Male	3		no	Probably to little			I mainly described in simplest terms as explorer		yes	loved	logSubjInfo
pilot	8012-e5e28cf0-fd6d-45c6-b031-a7d38c17257b	1540413531028	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	yes	2	yes	42	Male	3	Nothing else to add			Other than the delay in getting started	Not really		 although we did pretty well	Tried to understand what I was being told	 knowing what the critters looked like in general	yes	liked	logSubjInfo
