iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	 I love participating with actual partners		problems	 I'm not sure if it was something on their end or they just decided to quit	fairprice	strategy	humanPartner	likePartner	eventType
pilot	2066-a859baab-62dd-4c05-8268-72332fe6ca05	1540397840768	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	yes	2	yes	24	Male	3	Wish my partner did not disconnect	 or at least have a really good illusion of it		All good		1.30	I just went with what the explorer said	yes	okay	logSubjInfo
