iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments		problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot	7274-f5fec29a-634e-4974-ab34-f20889b27a3a	1541899371212	explorer	10	DISUNCTION,DISJUNCTION	./js/training_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	./js/test_data_body_color_green_or_secondary_color_purple_or_critter_bug_1.json	yes	1	yes	30	Female	2	I don't have much to say since I didn't really get to participate in the game		I lost connection to my partner shortly after starting	2.50	I didn't have a chance since my partner lost their connection	yes	not much	logSubjInfo
