iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
_color_green)_and_second_color_red_1.json	yes	2	yes	46	Male	3	Thank you for letting me participate; I had fun!	no	1.25	We used color strategy mostly	yes	okay	logSubjInfo
pilot	9372-08a6d4a6-e36c-44d2-b0a5-c867477684ee	1542044235414	explorer	14	DISJUNCTION,CONJUNCTION	./js/training_data_(large_or_body_color_green)_and_second_color_red_1.json	./js/test_data_(large_or_body_color_green)_and_second_color_red_1.json	no	2	yes	47	Female	1	thank you	no	3	not sure about the strategy	yes	okay	logSubjInfo
