experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	Hello!	1.915	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	"We're looking for Morseths"" which are like fish"""	14.646	chatMessage	I	G
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	3	fish with whiskers	fish_whiskers	0	Hi there	7.935	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	3	fish with whiskers	fish_whiskers	0	ok	0.269	chatMessage	F	A
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	Morseths have whiskers. Ignore all other attributes. Just look for whiskers	16.574	chatMessage	F	I
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	3	fish with whiskers	fish_whiskers	0	any size fish?	8.392	chatMessage	F	?
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	"The fish all seemed to be the same size, but some had stripes or different fins"	17.51	chatMessage	F	Q
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	"All Morseth had whiskers though, and all fish without whiskers were not Morseth"	19.893	chatMessage	F	Q
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	So focus on those	3.615	chatMessage	F	I
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	3	fish with whiskers	fish_whiskers	0	"okay, seems easy enough. if that is all i need to know, i guess we can both continue?"	12.063	chatMessage	F	?
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	3	fish with whiskers	fish_whiskers	0	Sure	1.75	chatMessage	C	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	3	fish with whiskers	fish_whiskers	0	thank you :) 	1.541	chatMessage	C	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	2	Hello again	6.998	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	2	"sorry about the last one, i think there was a glitch"	7.239	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	2	"Oh, I was wondering about that. That's okay"	11.702	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	2	No big deal :)	3.67	chatMessage	S	NA
mp-game-6	pilot	0644-87cfbdf5-8503-4610-9dfe-0a62d731c4d2	1.54785E+12	student	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	2	:) 	0.686	chatMessage	S	NA
