experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	0	Hi! We are looking for fish that are orange with purple stripes. No other characteristics seem to matter.	15.167	chatMessage	I	G
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	0	orange with purple stripes, Got It!	19.000999999999998	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	0	Onward?	3.549	chatMessage	M	?
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	10	fish with orange bodies and purple stripes	fish_orange_bodies_purple_stripes	0	sounds good	1.696	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	0	flowers with orange stems	flowers_orange_stems	1	The flowers we are looking for have orange stems. There are a lot of other properties that the flowers have, but as long as the stems are orange, they're what we're looking for.	39.198	chatMessage	I	G
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	2	The birds that are part of the species have white feathers on their back. The feathers on their head doesn't matter, nor does anything else.	18.688	chatMessage	I	G
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	30	birds with (purple wings and white crests) or white tails	birds_purple_wings_white_crests_or_white_tails	2	White feathers on the back, Got It!	229.84099999999998	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	40	trees with (purple trunks or white leaves) and orange berries	trees_purple_trunks_or_white_leaves_orange_berries	3	The trees that are part of the species have yellow berries. The color of the trunk and leaves don't seem to matter. There were two exceptions that weren't a part of the species that didn't follow this rule: when the trunk, berries, and leaves were all yellow, and when the trunk was white and the leaves and berries were yellow	59.153	chatMessage	I	G
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	40	trees with (purple trunks or white leaves) and orange berries	trees_purple_trunks_or_white_leaves_orange_berries	3	OK, yellow berries OR yellow berries w/White trunk& yellow leaves or all yellow	71.872	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	40	trees with (purple trunks or white leaves) and orange berries	trees_purple_trunks_or_white_leaves_orange_berries	3	Got it	4.276	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	4	There are two criteria for belonging to the species. First, if it has wings, no matter the color of anything, it belongs. If it doesn't have wings, but the antenna are orange, it belongs.	28.83	chatMessage	I	C
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	4	OK, wings or if no wings with orange antenna, got it	74.783	chatMessage	F	A
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	4	colors can be hard to see if small feature	19.081	chatMessage	F	G
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	student	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	4	Onward?	3.255	chatMessage	F	?
mp-game-6	pilot	4796-57353b9e-0950-43b6-980c-6fefff977486	1550000000000.0	explorer	20	bugs with orange antennae or wings	bugs_orange_antennae_or_wings	4	sounds good	1.008	chatMessage	F	A
