experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	i'm not sure of the pattern	4.297	chatMessage	I	O
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	any shapes?	2.895	chatMessage	F	?
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	not that i remember	1.791	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	take an educated guess	5.966	chatMessage	F	I
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	the all whiskers or the one whiskers look like they count	11.56	chatMessage	F	Q
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	most of the time	3.694	chatMessage	F	P
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	which should I choose	3.886	chatMessage	F	?
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	i don't know, couldn't find a pattern	11.42	chatMessage	F	O
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	should we continue and I pick?	6.582999999999999	chatMessage	F	?
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	yes	0.327	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	28	fish with orange bodies or fangs	fish_orange_bodies_or_fangs	0	ok	0.855	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	orange wings should be clicked	12.966	chatMessage	I	I
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	ok	1.128	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	is that all?	3.2310000000000003	chatMessage	F	?
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	yeah, that's the only tip i have	19.212	chatMessage	F	O
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	ok	1.143	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	48	birds with (orange tails or white wings) and orange crests	birds_orange_tails_or_white_wings_orange_crests	2	click the ones with orange head feathers	8.302999999999999	chatMessage	I	I
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	48	birds with (orange tails or white wings) and orange crests	birds_orange_tails_or_white_wings_orange_crests	2	if it has no tail	13.502	chatMessage	I	C
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	48	birds with (orange tails or white wings) and orange crests	birds_orange_tails_or_white_wings_orange_crests	2	click it only if it is not fully colored	12.309000000000001	chatMessage	I	C
