experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548448567903	explorer	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	0	171.336	25.219	229.662	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548448592101	student	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	0	-1	52.102	229.107	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449313199	student	14	"birds with purple wings and crests"	birds_purple_wings_crests	1	-1	21.735	497.372	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449329486	explorer	14	"birds with purple wings and crests"	birds_purple_wings_crests	1	185.117	14.259	498.264	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449889052	explorer	4	"bugs with white orange head"	bugs_orange_head	2	162.167	10.148	285.954	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449931983	student	4	"bugs with white orange head"	bugs_orange_head	2	-1	56.763	285.374	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450316651	student	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	3	-1	4.401	50.517	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450319989	explorer	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	3	298.15	6.254	51.162	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450532376	student	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	-1	3.716	163.073	logTimes
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450547434	explorer	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	35.334	6.368	163.709	logTimes
