experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548096661948	student	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	0	-1	69.028	96.647	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548096666796	explorer	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	0	148.456	75.27	97.461	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097013530	student	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	1	-1	52.206	78.667	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097031116	explorer	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	1	181.531	70.278	79.106	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097323559	explorer	13	"bugs with wings and antennae"	bugs_wings_antennae	2	184.17	30.901	40.996	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097333789	student	13	"bugs with wings and antennae"	bugs_wings_antennae	2	-1	37.215	40.54	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097811859	explorer	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	3	220.806	39.533	148.332	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548097819764	student	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	3	-1	46.789	147.957	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548098034096	student	3	"fish with whiskers"	fish_whiskers	4	-1	22.766	78.358	logTimes
mp-game-6	pilot	6904-9b2d32a0-14e4-434a-8e3e-b8d02a9af048	1548098038880	explorer	3	"fish with whiskers"	fish_whiskers	4	94.75	28.921	78.813	logTimes
