experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	train	test	chat	eventType
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547754590782	explorer	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	0	225.542	56.085	122.651	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547754636591	student	47	"bugs with (white heads or orange antennae) and purple legs"	bugs_white_heads_or_orange_antennae_purple_legs	0	-1	98.612	121.942	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547755124088	student	27	"flowers with orange stems or thorns"	flowers_orange_stems_or_thorns	1	-1	42.386	129.412	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547755225778	explorer	27	"flowers with orange stems or thorns"	flowers_orange_stems_or_thorns	1	227.19	112.122	129.822	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547755615948	student	17	"trees with purple leaves and berries"	trees_purple_leaves_berries	2	-1	25.627	160.808	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547755649416	explorer	17	"trees with purple leaves and berries"	trees_purple_leaves_berries	2	135.104	32.205	161.715	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756179836	student	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	3	-1	40.439	86.997	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756288729	explorer	37	"fish with (white bodies and orange stripes) or fangs"	fish_white_bodies_orange_stripes_or_fangs	3	216.174	37.016	88.594	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756686636	explorer	7	"birds with purple tails"	birds_purple_tails	4	56.441	25.845	257.487	logTimes
mp-game-6	pilot	6423-b331554a-8b95-438e-92d8-a96b19e8e70d	1547756688060	student	7	"birds with purple tails"	birds_purple_tails	4	-1	27.942	256.454	logTimes
