iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	time_in_ms	block	critter_num	eventType
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421542	0	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0.8	0	mox	fish	iv	moxes	true	yellow	1_0_1	size_property_colors	0	26644	learnCritters	0	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421563	0	a	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	0.8	0	mox	fish	iv	moxes	true	yellow	1_1_1	size_property_colors	0	26644	learnCritters	1	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421569	0	a	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	mox	fish	iv	moxes	true	yellow	0_1_1	size_property_colors	0	26644	learnCritters	2	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421576	0	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	mox	fish	iv	moxes	true	green	1_1_0	size_property_colors	0	26644	learnCritters	3	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421577	0	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	mox	fish	iv	moxes	false	green	0_1_0	size_property_colors	0	26644	learnCritters	4	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421578	0	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	mox	fish	iv	moxes	false	green	1_0_0	size_property_colors	0	26644	learnCritters	5	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421578	0	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	mox	fish	iv	moxes	false	green	0_0_0	size_property_colors	0	26644	learnCritters	6	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178421579	0	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	mox	fish	iv	moxes	false	yellow	0_0_1	size_property_colors	0	26644	learnCritters	7	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422661	0	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	kaz	bug	i	kazzes	false	blue	1_0_1	property_colors_size	0	30246	learnCritters	0	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422662	0	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	kaz	bug	i	kazzes	false	blue	1_0_0	property_colors_size	0	30246	learnCritters	1	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422663	0	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	kaz	bug	i	kazzes	true	blue	0_0_0	property_colors_size	0	30246	learnCritters	2	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422666	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	kaz	bug	i	kazzes	true	purple	0_1_1	property_colors_size	0	30246	learnCritters	3	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422667	0	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	kaz	bug	i	kazzes	true	blue	0_0_1	property_colors_size	0	30246	learnCritters	4	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422667	0	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	kaz	bug	i	kazzes	false	purple	1_1_0	property_colors_size	0	30246	learnCritters	5	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422668	0	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	kaz	bug	i	kazzes	true	purple	0_1_0	property_colors_size	0	30246	learnCritters	6	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178422668	0	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	1	0	kaz	bug	i	kazzes	false	purple	1_1_1	property_colors_size	0	30246	learnCritters	7	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178598255	1	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0.8	0	truft	fish	vi	trufts	false	green	1_0_0	size_property_colors	1	25528	learnCritters	0	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178598262	1	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	truft	fish	vi	trufts	false	green	0_1_0	size_property_colors	1	25528	learnCritters	1	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178598262	1	b	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	truft	fish	vi	trufts	true	green	0_0_0	size_property_colors	1	25528	learnCritters	2	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178598263	1	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	truft	fish	vi	trufts	false	blue	0_0_1	size_property_colors	1	25528	learnCritters	3	logTrain
pilot1	5704-d3405420-8145-468e-9069-9a4f19f0bfc7	1508178598263	1	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0.8	0	truft	fish	vi	trufts	true	blue	1_0_1	size_property_colors	1	25528	learnCritters	4	logTrain
