iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	time_in_ms	block	critter_num	eventType
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004168	0	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	jav	bug	v	javs	true	orange	1_0_0	property_size_colors	0	65300	learnCritters	0	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004232	0	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	jav	bug	v	javs	false	blue	1_1_1	property_size_colors	0	65300	learnCritters	1	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004234	0	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	1	0	jav	bug	v	javs	true	blue	0_1_1	property_size_colors	0	65300	learnCritters	2	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004234	0	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	0	0	jav	bug	v	javs	false	orange	0_0_0	property_size_colors	0	65300	learnCritters	3	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004235	0	b	0	0	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	jav	bug	v	javs	false	orange	0_1_0	property_size_colors	0	65300	learnCritters	4	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004235	0	b	0	0	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	jav	bug	v	javs	false	blue	0_0_1	property_size_colors	0	65300	learnCritters	5	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004237	0	b	0	1	0	#ff8c00	#ff8c00	#ff8c00	#ff8c00	#ff8c00	1	0	jav	bug	v	javs	true	orange	1_1_0	property_size_colors	0	65300	learnCritters	6	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181004240	0	b	0	1	0	#5da5db	#5da5db	#5da5db	#5da5db	#5da5db	0	0	jav	bug	v	javs	true	blue	1_0_1	property_size_colors	0	65300	learnCritters	7	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008813	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	reesle	fish	ii	reesles	true	red	0_1_1	size_colors_property	0	67844	learnCritters	0	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008813	0	a	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	reesle	fish	ii	reesles	false	purple	0_0_1	size_colors_property	0	67844	learnCritters	1	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008814	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	reesle	fish	ii	reesles	false	red	1_1_0	size_colors_property	0	67844	learnCritters	2	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008814	0	a	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	reesle	fish	ii	reesles	true	purple	1_0_1	size_colors_property	0	67844	learnCritters	3	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008815	0	a	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	reesle	fish	ii	reesles	true	red	0_1_0	size_colors_property	0	67844	learnCritters	4	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008815	0	a	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	reesle	fish	ii	reesles	true	purple	1_0_0	size_colors_property	0	67844	learnCritters	5	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008816	0	a	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	reesle	fish	ii	reesles	false	red	1_1_1	size_colors_property	0	67844	learnCritters	6	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181008816	0	a	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0	0	reesle	fish	ii	reesles	false	purple	0_0_0	size_colors_property	0	67844	learnCritters	7	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181186406	1	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0.8	0	mox	fish	iii	moxes	false	red	1_0_1	property_colors_size	1	43988	learnCritters	0	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181186422	1	b	0	1	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	fish	iii	moxes	true	red	1_0_0	property_colors_size	1	43988	learnCritters	1	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181186422	1	b	0	0	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	mox	fish	iii	moxes	true	purple	0_1_1	property_colors_size	1	43988	learnCritters	2	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181186423	1	b	0	1	0	#b62fef	#b62fef	#b62fef	#b62fef	#b62fef	0.8	0	mox	fish	iii	moxes	true	purple	1_1_1	property_colors_size	1	43988	learnCritters	3	logTrain
pilot1	1291-077972c4-4ccf-4f59-9276-4da9f6d86086	1508181186426	1	b	0	0	0	#f42935	#f42935	#f42935	#f42935	#f42935	0	0	mox	fish	iii	moxes	false	red	0_0_0	property_colors_size	1	43988	learnCritters	4	logTrain
