iterationName	gameid	time	trialNum	role	hits	misses	falseAlarms	correctRejections	eventType
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492546864	2	playerB	4	0	0	8	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492547001	2	playerA	5	0	3	4	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492643559	3	playerA	7	0	1	4	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492651347	3	playerB	3	3	5	1	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492732604	4	playerB	5	0	5	2	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492736319	4	playerA	2	4	4	2	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492789445	5	playerA	4	0	0	8	logScores
pilot1	7270-103c2178-9638-4a00-9ca6-5ed29429346a	1502492791287	5	playerB	7	0	1	4	logScores
