iterationName	gameid	time	trialNum	role	tar1	tar2	tar3	col1	col2	col3	col4	col5	prop1	prop2	categoryLabel	genus	conceptNumber	categoryPluralLabel	labeled	colorName	featureValues	featureOrder	block_num	block_type	tested_on	time_in_ms	critter_num	isLabeled	selected	categorizedResponse	eventType
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866899	1	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ellep	bug	iv	elleps	true	green	0_0_0	colors_size_property	0	testCritters	self	17350	0	1	1	hit	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866915	1	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	ellep	bug	iv	elleps	false	green	0_1_1	colors_size_property	0	testCritters	self	17350	1	0	0	correctRejection	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866916	1	a	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ellep	bug	iv	elleps	true	green	0_0_1	colors_size_property	0	testCritters	self	17350	2	1	1	hit	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866917	1	a	0	0	0	#228b22	#228b22	#228b22	#228b22	#228b22	1	0	ellep	bug	iv	elleps	true	green	0_1_0	colors_size_property	0	testCritters	self	17350	3	1	1	hit	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866918	1	a	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	ellep	bug	iv	elleps	false	yellow	1_0_1	colors_size_property	0	testCritters	self	17350	4	0	1	falseAlarm	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866919	1	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	ellep	bug	iv	elleps	false	yellow	1_1_0	colors_size_property	0	testCritters	self	17350	5	0	0	correctRejection	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866921	1	a	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	ellep	bug	iv	elleps	false	yellow	1_1_1	colors_size_property	0	testCritters	self	17350	6	0	0	correctRejection	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186866922	1	a	0	0	0	#eec900	#eec900	#eec900	#eec900	#eec900	0	0	ellep	bug	iv	elleps	true	yellow	1_0_0	colors_size_property	0	testCritters	self	17350	7	1	1	hit	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186889322	1	b	0	1	0	#228b22	#228b22	#228b22	#228b22	#228b22	0	0	ellep	bug	iv	elleps	true	green	0_0_1	colors_size_property	0	testCritters	partner	40964	0	1	1	hit	logTest
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508186889330	1	b	0	1	0	#eec900	#eec900	#eec900	#eec900	#eec900	1	0	ellep	bug	iv	elleps	false	yellow	1_1_1	colors_size_property	0	testCritters	partner	40964	1	0	0	correctRejection	logTest
