experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	 My partner's advice didn't seem to line up with the first round but did on the second		fairprice	strategy	humanPartner	likePartner	eventType
mp-game-6	pilot	3393-181daf08-3a23-448a-9eda-7ba256d11209	1547672129912	student	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	3	yes	1	yes	38	Male	3		It seemed like there were more than two people in the chat room			2	I did what my partner told me to do	yes	not much	logSubjInfo
mp-game-6	pilot	3393-181daf08-3a23-448a-9eda-7ba256d11209	1547672154919	student	35	"flowers with (thorns and purple petals) or orange stems"	flowers_thorns_purple_petals_or_orange_stems	3	yes	2	no	26	Male	2	This would have been fun if I was playing with someone who understood the directions			My partner		For dealing with that partner	000	I did the hit correctly my partner was dumb as a box of rocks		yes	not much	logSubjInfo
