iterationName	gameid	time	trialNum	role	nativeEnglish	enjoyment	assess	age	gender	education	comments	problems	fairprice	strategy	humanPartner	likePartner	eventType
pilot1	4210-2a275454-7695-4361-84f0-a344ad278770	1508187658320	6	b	yes	1	yes	29	Male	3		No	3	Tried to identify patterns and keep it as simple as possible	yes	liked	logSubjInfo
