stim_num	turker_label	true_label	is_correct	eventType	experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num
0	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
1	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
2	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
3	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
4	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
5	false	true	false	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
6	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
7	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
8	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
9	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
10	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
11	false	true	false	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
12	false	false	true	logTest	mp-game-6	pilot	4335-32f05d03-4ac8-4bbf-94e9-ef5e168366fe	1547843591380	student	11	"fish with white stripes and whiskers"	fish_white_stripes_whiskers	0
