experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547832977851	student	3	"fish with whiskers"	fish_whiskers	0	27	0	23	0	27	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547832990849	explorer	3	"fish with whiskers"	fish_whiskers	0	27	0	23	0	27	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547833427202	student	13	"bugs with wings and antennae"	bugs_wings_antennae	1	4	30	16	0	4	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547833434967	explorer	13	"bugs with wings and antennae"	bugs_wings_antennae	1	34	0	16	0	34	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547834217446	explorer	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	2	0	12	37	1	0	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547834344978	student	43	"flowers with (purple stems or thorns) and white centers"	flowers_purple_stems_or_thorns_white_centers	2	1	11	38	0	1	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547834917634	explorer	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	3	10	17	21	2	8	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547834999387	student	23	"birds with orange crests or purple wings"	birds_orange_crests_or_purple_wings	3	0	27	23	0	0	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547835509301	student	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	4	37	1	6	6	31	logScores
mp-game-6	pilot	1901-68c15c16-35f5-4ab2-890b-c7588d43110b	1547835512747	explorer	33	"trees with (leaves and berries) or orange trunks"	trees_leaves_berries_or_orange_trunks	4	37	1	5	7	30	logScores
