experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547849843887	student	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	0	9	2	39	0	9	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547849865692	explorer	32	"Tree with (orange berries and purple trunks) or white leaves"	trees_orange_berries_purple_trunks_or_white_leaves	0	10	1	39	0	10	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547851422018	student	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	1	1	22	27	0	1	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547851520113	explorer	42	"flowers with (purple centers or orange stems) and thorns"	flowers_purple_centers_or_orange_stems_with_thorns	1	3	20	24	3	0	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547851924196	student	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	2	4	6	30	10	0	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547851956701	explorer	12	"bugs with purple legs and white heads"	bugs_purple_legs_white_heads	2	2	8	25	15	0	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547852514480	student	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	3	16	5	9	20	0	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547852527791	explorer	22	"birds with orange tails or white wings"	birds_orange_tails_or_white_wings	3	3	18	26	3	0	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547852816358	explorer	2	"fish with white fangs"	fish_fangs	4	5	19	23	3	2	logScores
mp-game-6	pilot	7831-9cd89d2d-a78a-4bed-99fa-55dd1e1be4e0	1547852827998	student	2	"fish with white fangs"	fish_fangs	4	24	0	12	14	10	logScores
