experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548448567942	explorer	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	0	8	19	15	8	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548448592145	student	34	"flowers with (purple stems and white petals) or orange centers"	flowers_purple_stems_white_petals_or_orange_centers	0	1	26	22	1	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449313239	student	14	"birds with purple wings and crests"	birds_purple_wings_crests	1	4	5	28	13	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449329543	explorer	14	"birds with purple wings and crests"	birds_purple_wings_crests	1	4	5	37	4	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449889110	explorer	4	"bugs with white orange head"	bugs_orange_head	2	3	20	23	4	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548449932016	student	4	"bugs with white orange head"	bugs_orange_head	2	1	22	25	2	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450316690	student	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	3	0	16	34	0	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450320025	explorer	44	"fish with (orange bodies or fangs) and whiskers"	fish_orange_bodies_or_fangs_whiskers	3	3	13	32	2	1	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450532417	student	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	0	18	32	0	0	logScores
mp-game-6	pilot	4014-fa3a9407-2d36-42fd-8bf0-41dc20ec080d	1548450547469	explorer	24	"trees with purple berries or white trunks"	trees_purple_berries_or_white_trunks	4	2	16	29	3	0	logScores
