experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948495923	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	4	2	43	1	3	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948508588	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	1	5	42	2	0	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948647282	explorer	0	"flowers with orange stems"	flowers_orange_stems	1	22	0	28	0	22	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948656935	student	0	"flowers with orange stems"	flowers_orange_stems	1	22	0	27	1	21	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948770991	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	2	7	3	40	0	7	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948788318	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	2	1	9	40	0	1	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948887001	explorer	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	3	6	0	44	0	6	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548948890014	student	10	"fish with orange bodies and purple stripes"	fish_orange_bodies_purple_stripes	3	6	0	44	0	6	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548949042749	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	4	46	1	3	0	46	logScores
mp-game-6	pilot	2581-137c6cfa-3076-4c8f-900a-a24523900c01	1548949051353	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	4	5	42	3	0	5	logScores
