experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	hits	misses	correct_rejections	false_alarms	score	eventType
mp-game-6	pilot	4670-31f0c051-7533-4da2-838b-775766410045	1547856220668	explorer	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	5	1	43	1	4	logScores
mp-game-6	pilot	4670-31f0c051-7533-4da2-838b-775766410045	1547856294694	student	40	"trees with (purple trunks or white leaves) and orange berries"	trees_purple_trunks_or_white_leaves_orange_berries	0	4	2	43	1	3	logScores
