iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	2476-35614035-5af8-43ef-8f25-50dc4a99bf1f	1524852702743		explorer	training	16	2	32	1	15	logScores
pilot1	2476-35614035-5af8-43ef-8f25-50dc4a99bf1f	1524852823974		explorer	testing	11	0	19	0	11	logScores
pilot1	2476-35614035-5af8-43ef-8f25-50dc4a99bf1f	1524852828805		student	testing	11	0	17	2	9	logScores
