iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125142925	1	explorer	training	4	0	42	4	0	logScores
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125384770	1	explorer	testing	4	0	27	0	4	logScores
pilot1	8950-c21a3b42-d791-43e1-8500-bd03cb9e44f6	1525125413871	1	student	testing	4	0	27	0	4	logScores
