iterationName	gameid	time	trialNum	role	type	hits	misses	correct_rejections	false_alarms	score	eventType
pilot1	7101-32546d56-35d1-4827-b562-bdb87134a8a5	1525127902609	1	explorer	training	3	2	38	10	-7	logScores
pilot1	7101-32546d56-35d1-4827-b562-bdb87134a8a5	1525128233843	1	student	testing	4	0	24	0	4	logScores
pilot1	7101-32546d56-35d1-4827-b562-bdb87134a8a5	1525128280015	1	explorer	testing	4	0	24	0	4	logScores
