experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	Hello?	3.473	chatMessage	S
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	student	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	hi	0.447	chatMessage	S
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	So I am supposed to explain to you what a Luzak is?	12.544	chatMessage	M
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	student	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	yes	0.645	chatMessage	M
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	"A Luzak is a type of animal, I would pressume from the bird species."	26.081	chatMessage	I
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	student	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	"any specific identifiers, color etc?"	16.216	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	Yes.	1.976	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	"The bird has feathers on top of its head, and sometimes it does not"	14.417	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	It also has feathers on its tail as well.	8.72	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	"The feathers itself can be white, purple, or orange."	13.672	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	The beaks or usually yellow.	7.521	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	The body of a Luzak is usually purple or orange.	16.384	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	And sometimes white.	2.8	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	The head itself has big bulgy eyes with white dots on the bottom.	22.56	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	the eyes are black	4.017	chatMessage	F
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	student	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	sounds lovely - I'll be right back and see if I can pick them out	19.71	chatMessage	C
mp-game-6	pilot	0028-bedfdd18-57ea-422d-b456-09e3236ec6c7	1.54878E+12	explorer	39	bugs with (white legs and purple wings) or orange antennae	bugs_white_legs_purple_wings_or_orange_antennae	1	"So a zorb is kind of like a creature that looks like a wasps or a butterfly, but more deminsions, the zorb has wings on its back that can either be purple or orange."	49.874	chatMessage	I
