experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	hi	0.562	chatMessage	S
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	hello	1.13	chatMessage	S
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	what did you learn about the creatures	7.802	chatMessage	S
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ollers have purple leaves	6.793	chatMessage	I
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	great	1.412	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	what else did you learn	5.694	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	it is great	1.827	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	"one time they showed a picture of a plant with purple leavrs, which is an oller, but it wasn't labeled, but below it, they showed the ezact same picture; it was labeled an oller. Ollers have purple leaves"	42.594	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	thank you	2.088	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	one of th epictures might be a lie	6.956	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok	0.681	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	you're okay with that?	7.314	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I am not ok with the lie...lol	6.877	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I am just acknowledging what you said	12.927	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok	0.597	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	anything else I should know	7.773	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	no	0.79	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	should we proceed to the next page	10.586	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	i agree	1.489	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	let's go	1.5	chatMessage	M
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	Hello	1.218	chatMessage	S
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	what did you learn about luzaks	5.442	chatMessage	I
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	"look for purple ;egs with orange antanae, that will give you all but two i think"	20.691	chatMessage	I
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	"purple legs, prange antanae"	8.477	chatMessage	I
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	"purple legs, orange antennas??"	12.027	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	"yeas, forgive my typing. "	39.363	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	"no problem, just want to be sure I understood correctly :)"	13.028	chatMessage	F
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1.54869E+12	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	1	ready to proceed?	5.981	chatMessage	C
