experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	quantifier_present	numerics_present	every	numerous	no	each	some	neither	many	lot of	number of	lots of	not much	whole	a large number of	a lot of	plenty of	either	few	none	most	all	several	not many	little	small number of	half	much	any	five	2	seven	7	12	six	1.	120	25	four	3	/	eight	90	10	75	2.	95	1/2	1h	34	15	9	6	2/3	100	9/10	flower:4	85	three	1	(	twelve	one	26	0	4	5	)	two	20
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	student	3	fish with whiskers	fish_whiskers	0	So what are the properties I need to know?	12.44	chatMessage	M	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	3	fish with whiskers	fish_whiskers	0	I found that a Moreth has one defining feature, they all have 3 whiskers. That's the property	27.677	chatMessage	I	True	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	3	fish with whiskers	fish_whiskers	0	The colors, stripes, etc doesn't matter. Just that they all have 3 long whiskers under it's chin.	18.023	chatMessage	I	True	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	student	3	fish with whiskers	fish_whiskers	0	Anything else I should know?	7.024	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	3	fish with whiskers	fish_whiskers	0	That's the only thing I found that mattered.	9.66	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	student	3	fish with whiskers	fish_whiskers	0	Thanks so much!	4.178999999999999	chatMessage	C	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	3	fish with whiskers	fish_whiskers	0	yw	0.598	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	1	The zorb had flowers and the round berry looking things on the leaves. 	16.007	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	student	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	1	Cool.. Anything else	6.791	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	1	that's it	2.15	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	student	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	1	Thanks!	2.889	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	4235-0103d9e7-fd0d-406b-93ee-060a4170c8ef	1547850000000.0	explorer	33	trees with (leaves and berries) or orange trunks	trees_leaves_berries_or_orange_trunks	1	yw	1.3159999999999998	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
