experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	quantifier_present	numerics_present	every	numerous	no	each	some	neither	many	lot of	number of	lots of	not much	whole	a large number of	a lot of	plenty of	either	few	none	most	all	several	not many	little	small number of	half	much	any	five	2	seven	7	12	six	1.	120	25	four	3	/	eight	90	10	75	2.	95	1/2	1h	34	15	9	6	2/3	100	9/10	flower:4	85	three	1	(	twelve	one	26	0	4	5	)	two	20
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	student	9	trees without leaves	trees_without_leaves	0	Hello!	4.618	chatMessage	S	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	explorer	9	trees without leaves	trees_without_leaves	0	Sup dawg.  A morseth doesn't have leaves, but on the branches it has little balls.	12.952	chatMessage	I	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	explorer	9	trees without leaves	trees_without_leaves	0	Tiny, little balls.	4.654	chatMessage	I	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	student	9	trees without leaves	trees_without_leaves	0	Ok, tiny balls instead of leaves	10.367	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	student	9	trees without leaves	trees_without_leaves	0	Anything else, or should we move on?	12.192	chatMessage	F	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	explorer	9	trees without leaves	trees_without_leaves	0	That is all.	2.177	chatMessage	C	True	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	student	9	trees without leaves	trees_without_leaves	0	Thanks!	2.738	chatMessage	C	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	explorer	29	fish with white stripes or whiskers	fish_white_stripes_or_whiskers	1	Facial hair = kwep, white stripes on tail = kwep	10.390999999999998	chatMessage	I	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	student	29	fish with white stripes or whiskers	fish_white_stripes_or_whiskers	1	Okay, got it.  Do they need both or just one of those?	18.296	chatMessage	F	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mp-game-6	pilot	0220-2c78c871-f180-4df5-94a7-0a996d91b97a	1548100000000.0	explorer	29	fish with white stripes or whiskers	fish_white_stripes_or_whiskers	1	just one	10.954	chatMessage	F	False	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
