iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504868	2	playerA	0	testCritters	1042	tree	0	zorb	#228C22	0.8	0.8	false	false	false	1	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		miss	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504869	2	playerA	0	testCritters	1042	tree	1	wug	#FF8C00	0.8	0.8	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504871	2	playerA	0	testCritters	1042	tree	2	zorb	#228C22	0.8	0.8	false	false	false	1	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		miss	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504873	2	playerA	0	testCritters	1042	tree	3	stup	#F52A37	0.8	0.8	false	false	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504874	2	playerA	0	testCritters	1042	tree	4	wug	#FF8C00	0.8	0.8	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504875	2	playerA	0	testCritters	1042	tree	5	zorb	#228C22	0.8	0.8	false	false	false	1	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		miss	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504875	2	playerA	0	testCritters	1042	tree	6	stup	#F52A37	0.8	0.8	false	false	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504876	2	playerA	0	testCritters	1042	tree	7	zorb	#228C22	0.8	0.8	false	false	false	1	0	1	green	0.001	0	green	0.001	0.8	0.8	0	0		miss	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504877	2	playerA	0	testCritters	1042	tree	8	stup	#F52A37	0.8	0.8	false	false	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	0	0		correctRejection	logTest
pilot1	6873-650ac989-21c9-40d9-b1ef-4a7f245a82a8	1502814504878	2	playerA	0	testCritters	1042	tree	9	stup	#F52A37	0.8	0.8	false	false	false	0	0	1	red	0.001	0	red	0.001	0.8	0.8	0	0		correctRejection	logTest
