iterationName	gameid	time	trialNum	role	block_num	block_type	time_in_ms	critter	critter_num	species	color	prop1	prop2	tar1	tar2	tar3	internal_prop	selected	full_globalColor0_p	full_globalColor0_color_mean	full_globalColor0_color_var	full_globalColor1_p	full_globalColor1_color_mean	full_globalColor1_color_var	full_prop1	full_prop2	full_tar1	full_tar2	full_internal_prop	score	eventType
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560795	2	playerB	0	testCritters	32040	fish	0	dorb	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560802	2	playerB	0	testCritters	32040	fish	1	blin	#B630F0	0	0	false	false	false	1	0	1	purple	0.001	0	purple	0.001	0	0	0	0		miss	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560804	2	playerB	0	testCritters	32040	fish	2	morseth	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560806	2	playerB	0	testCritters	32040	fish	3	dorb	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560807	2	playerB	0	testCritters	32040	fish	4	blin	#B630F0	0	0	false	false	false	1	1	1	purple	0.001	0	purple	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560807	2	playerB	0	testCritters	32040	fish	5	dorb	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560808	2	playerB	0	testCritters	32040	fish	6	blin	#B630F0	0	0	false	false	false	0	0	1	purple	0.001	0	purple	0.001	0	0	0	0		correctRejection	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560809	2	playerB	0	testCritters	32040	fish	7	blin	#B630F0	0	0	false	false	false	1	1	1	purple	0.001	0	purple	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560813	2	playerB	0	testCritters	32040	fish	8	morseth	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560828	2	playerB	0	testCritters	32040	fish	9	morseth	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560829	2	playerB	0	testCritters	32040	fish	10	dorb	#F52A37	0	0	false	false	false	0	0	1	red	0.001	0	red	0.001	0	0	0	0		correctRejection	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738560833	2	playerB	0	testCritters	32040	fish	11	morseth	#228C22	0	0	false	false	false	1	1	1	green	0.001	0	green	0.001	0	0	0	0		hit	logTest
pilot1	7885-73f4a3d7-c242-46d0-96f2-a0c9fb4c2307	1502738565104	2	playerA	0	testCritters	32896	tree	0	 cheeba	#FF8C00	0.8	0.8	false	false	false	0	0	1	orange	0.001	0	orange	0.001	0.8	0.8	0	0		correctRejection	logTest
